equipment_id,timestamp,sensor_name,value,unit,period,provenance
EQ-MIX-379,2026-01-18T18:00:00Z,vibration_mm_s,3.41,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-19T00:00:00Z,vibration_mm_s,2.95,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-19T06:00:00Z,vibration_mm_s,2.47,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-19T12:00:00Z,vibration_mm_s,3.06,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-19T18:00:00Z,vibration_mm_s,3.41,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-20T00:00:00Z,vibration_mm_s,3.01,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-20T06:00:00Z,vibration_mm_s,2.80,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-20T12:00:00Z,vibration_mm_s,2.89,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-20T18:00:00Z,vibration_mm_s,3.30,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-21T00:00:00Z,vibration_mm_s,3.10,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-21T06:00:00Z,vibration_mm_s,2.60,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-21T12:00:00Z,vibration_mm_s,2.82,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-21T18:00:00Z,vibration_mm_s,3.35,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-22T00:00:00Z,vibration_mm_s,3.04,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-22T06:00:00Z,vibration_mm_s,2.58,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-22T12:00:00Z,vibration_mm_s,2.63,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-22T18:00:00Z,vibration_mm_s,3.38,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-23T00:00:00Z,vibration_mm_s,2.87,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-23T06:00:00Z,vibration_mm_s,2.76,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-23T12:00:00Z,vibration_mm_s,3.41,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-23T18:00:00Z,vibration_mm_s,3.07,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-24T00:00:00Z,vibration_mm_s,2.90,mm/s,2026-S1,réelle
EQ-MIX-379,2026-01-24T06:00:00Z,vibration_mm_s,2.70,mm/s,2026-S1,réelle
EQ-COMP-233,2026-02-01 00:00:00,temperature_c,60.51,°C,2026-S1,réelle
EQ-COMP-233,2026-02-01 06:00:00,temperature_c,57.94,°C,2026-S1,réelle
EQ-COMP-233,2026-02-01 12:00:00,temperature_c,54.01,°C,2026-S1,réelle
EQ-COMP-233,2026-02-01 18:00:00,temperature_c,59.28,°C,2026-S1,réelle
EQ-COMP-233,2026-02-02 00:00:00,temperature_c,64.68,°C,2026-S1,réelle
EQ-COMP-233,2026-02-02 06:00:00,temperature_c,58.78,°C,2026-S1,réelle
EQ-COMP-233,2026-02-02 12:00:00,temperature_c,53.62,°C,2026-S1,réelle
EQ-COMP-233,2026-02-02 18:00:00,temperature_c,60.67,°C,2026-S1,réelle
EQ-COMP-233,2026-02-03 00:00:00,temperature_c,65.70,°C,2026-S1,réelle
EQ-COMP-233,2026-02-03 06:00:00,temperature_c,58.59,°C,2026-S1,réelle
EQ-COMP-233,2026-02-03 12:00:00,temperature_c,58.84,°C,2026-S1,réelle
EQ-COMP-233,2026-02-03 18:00:00,temperature_c,59.35,°C,2026-S1,réelle
EQ-COMP-233,2026-02-04 00:00:00,temperature_c,64.73,°C,2026-S1,réelle
EQ-COMP-233,2026-02-04 06:00:00,temperature_c,60.25,°C,2026-S1,réelle
EQ-COMP-233,2026-02-04 12:00:00,temperature_c,55.79,°C,2026-S1,réelle
EQ-COMP-233,2026-02-04 18:00:00,temperature_c,60.20,°C,2026-S1,réelle
EQ-COMP-233,2026-02-05 00:00:00,temperature_c,62.89,°C,2026-S1,réelle
EQ-COMP-233,2026-02-05 06:00:00,temperature_c,59.09,°C,2026-S1,réelle
EQ-COMP-233,2026-02-05 12:00:00,temperature_c,55.40,°C,2026-S1,réelle
EQ-COMP-233,2026-02-05 18:00:00,temperature_c,58.17,°C,2026-S1,réelle
EQ-COMP-233,2026-02-06 00:00:00,temperature_c,64.18,°C,2026-S1,réelle
EQ-COMP-233,2026-02-06 06:00:00,temperature_c,60.64,°C,2026-S1,réelle
EQ-COMP-233,2026-02-06 12:00:00,temperature_c,56.33,°C,2026-S1,réelle
EQ-COMP-233,2026-02-06 18:00:00,temperature_c,59.18,°C,2026-S1,réelle
EQ-COMP-233,2026-02-07 00:00:00,temperature_c,62.20,°C,2026-S1,réelle
EQ-COMP-233,2026-02-07 06:00:00,temperature_c,58.76,°C,2026-S1,réelle
EQ-COMP-233,2026-02-07 12:00:00,temperature_c,50.37,°C,2026-S1,réelle
EQ-COMP-233,2026-02-07 18:00:00,temperature_c,57.67,°C,2026-S1,réelle
EQ-COMP-233,2026-02-08 00:00:00,temperature_c,62.52,°C,2026-S1,réelle
EQ-COMP-233,2026-02-08 06:00:00,temperature_c,57.87,°C,2026-S1,réelle
EQ-OVEN-386,2026-02-16T00:00:00Z,temperature_c,63.04,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-16T00:00:00Z,vibration_mm_s,2.32,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-16T06:00:00Z,temperature_c,64.74,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-16T06:00:00Z,vibration_mm_s,2.73,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-16T12:00:00Z,temperature_c,65.77,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-16T12:00:00Z,vibration_mm_s,3.07,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-16T18:00:00Z,temperature_c,58.54,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-16T18:00:00Z,vibration_mm_s,3.25,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-17T00:00:00Z,temperature_c,57.47,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-17T00:00:00Z,vibration_mm_s,3.02,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-17T06:00:00Z,temperature_c,64.02,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-17T06:00:00Z,vibration_mm_s,2.40,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-17T12:00:00Z,temperature_c,59.63,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-17T12:00:00Z,vibration_mm_s,3.33,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-17T18:00:00Z,temperature_c,62.29,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-17T18:00:00Z,vibration_mm_s,3.54,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-18T00:00:00Z,temperature_c,67.61,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-18T00:00:00Z,vibration_mm_s,2.82,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-18T06:00:00Z,temperature_c,64.96,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-18T06:00:00Z,vibration_mm_s,2.58,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-18T12:00:00Z,temperature_c,67.02,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-18T12:00:00Z,vibration_mm_s,2.95,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-18T18:00:00Z,temperature_c,57.21,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-18T18:00:00Z,vibration_mm_s,3.14,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-19T00:00:00Z,temperature_c,62.05,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-19T00:00:00Z,vibration_mm_s,2.98,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-19T06:00:00Z,temperature_c,64.03,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-19T06:00:00Z,vibration_mm_s,2.45,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-19T12:00:00Z,temperature_c,63.18,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-19T12:00:00Z,vibration_mm_s,3.20,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-19T18:00:00Z,temperature_c,65.10,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-19T18:00:00Z,vibration_mm_s,3.19,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-20T00:00:00Z,temperature_c,62.91,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-20T00:00:00Z,vibration_mm_s,2.30,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-20T06:00:00Z,temperature_c,59.14,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-20T06:00:00Z,vibration_mm_s,2.44,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-20T12:00:00Z,temperature_c,62.87,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-20T12:00:00Z,vibration_mm_s,3.13,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-20T18:00:00Z,temperature_c,64.10,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-20T18:00:00Z,vibration_mm_s,3.68,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-21T00:00:00Z,temperature_c,63.97,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-21T00:00:00Z,vibration_mm_s,2.86,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-21T06:00:00Z,temperature_c,58.67,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-21T06:00:00Z,vibration_mm_s,2.36,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-21T12:00:00Z,temperature_c,60.74,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-21T12:00:00Z,vibration_mm_s,3.18,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-21T18:00:00Z,temperature_c,58.71,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-21T18:00:00Z,vibration_mm_s,3.04,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-22T00:00:00Z,temperature_c,65.99,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-22T00:00:00Z,vibration_mm_s,2.77,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-22T06:00:00Z,temperature_c,64.03,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-22T06:00:00Z,vibration_mm_s,2.62,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-22T12:00:00Z,temperature_c,66.76,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-22T12:00:00Z,vibration_mm_s,2.55,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-22T18:00:00Z,temperature_c,67.69,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-22T18:00:00Z,vibration_mm_s,2.90,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-23T00:00:00Z,temperature_c,62.16,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-23T00:00:00Z,vibration_mm_s,2.83,m/s,2026-S1,fabriquée
EQ-OVEN-386,2026-02-23T06:00:00Z,temperature_c,67.16,°C,2026-S1,fabriquée
EQ-PUMP-171,2026-02-23T06:00:00Z,vibration_mm_s,2.42,m/s,2026-S1,fabriquée
EQ-CONV-262,2026-02-23T12:00:00Z,rpm,1455.58,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-23T12:00:00Z,current_a,23.56,A,2026-S1,réelle
EQ-CONV-262,2026-02-23T18:00:00Z,rpm,1483.01,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-23T18:00:00Z,current_a,21.91,A,2026-S1,réelle
EQ-CONV-262,2026-02-24T00:00:00Z,rpm,1475.25,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-24T00:00:00Z,current_a,25.35,A,2026-S1,réelle
EQ-CONV-262,2026-02-24T06:00:00Z,rpm,1434.51,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-24T06:00:00Z,current_a,26.15,A,2026-S1,réelle
EQ-CONV-262,2026-02-24T12:00:00Z,rpm,1450.01,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-24T12:00:00Z,current_a,24.82,A,2026-S1,réelle
EQ-CONV-262,2026-02-24T18:00:00Z,rpm,1544.85,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-24T18:00:00Z,current_a,22.63,A,2026-S1,réelle
EQ-CONV-262,2026-02-25T00:00:00Z,rpm,1485.90,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-25T00:00:00Z,current_a,25.27,A,2026-S1,réelle
EQ-CONV-262,2026-02-25T06:00:00Z,rpm,1438.53,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-25T06:00:00Z,current_a,26.90,A,2026-S1,réelle
EQ-CONV-262,2026-02-25T12:00:00Z,rpm,1458.55,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-25T12:00:00Z,current_a,23.80,A,2026-S1,réelle
EQ-CONV-262,2026-02-25T18:00:00Z,rpm,1515.89,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-25T18:00:00Z,current_a,22.74,A,2026-S1,réelle
EQ-CONV-262,2026-02-26T00:00:00Z,rpm,1459.62,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-26T00:00:00Z,current_a,25.24,A,2026-S1,réelle
EQ-CONV-262,2026-02-26T06:00:00Z,rpm,1454.47,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-26T06:00:00Z,current_a,26.20,A,2026-S1,réelle
EQ-CONV-262,2026-02-26T12:00:00Z,rpm,1462.69,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-26T12:00:00Z,current_a,23.08,A,2026-S1,réelle
EQ-CONV-262,2026-02-26T18:00:00Z,rpm,1490.81,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-26T18:00:00Z,current_a,22.10,A,2026-S1,réelle
EQ-CONV-262,2026-02-27T00:00:00Z,rpm,1481.23,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-27T00:00:00Z,current_a,25.32,A,2026-S1,réelle
EQ-CONV-262,2026-02-27T06:00:00Z,rpm,1417.66,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-27T06:00:00Z,current_a,26.07,A,2026-S1,réelle
EQ-CONV-262,2026-02-27T12:00:00Z,rpm,1452.76,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-27T12:00:00Z,current_a,24.65,A,2026-S1,réelle
EQ-CONV-262,2026-02-27T18:00:00Z,rpm,1541.60,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-27T18:00:00Z,current_a,23.38,A,2026-S1,réelle
EQ-CONV-262,2026-02-28T00:00:00Z,rpm,1489.65,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-28T00:00:00Z,current_a,25.87,A,2026-S1,réelle
EQ-CONV-262,2026-02-28T06:00:00Z,rpm,1406.62,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-28T06:00:00Z,current_a,26.12,A,2026-S1,réelle
EQ-CONV-262,2026-02-28T12:00:00Z,rpm,1448.57,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-28T12:00:00Z,current_a,23.09,A,2026-S1,réelle
EQ-CONV-262,2026-02-28T18:00:00Z,rpm,1522.87,rpm,2026-S1,réelle
EQ-OVEN-123,2026-02-28T18:00:00Z,current_a,21.14,A,2026-S1,réelle
EQ-CONV-262,2026-03-01T00:00:00Z,rpm,1458.18,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-01T00:00:00Z,current_a,23.00,A,2026-S1,réelle
EQ-CONV-262,2026-03-01T06:00:00Z,rpm,1401.90,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-01T06:00:00Z,current_a,25.83,A,2026-S1,réelle
EQ-CONV-262,2026-03-01T12:00:00Z,rpm,1411.51,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-01T12:00:00Z,current_a,22.26,A,2026-S1,réelle
EQ-CONV-262,2026-03-01T18:00:00Z,rpm,1501.91,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-01T18:00:00Z,current_a,20.66,A,2026-S1,réelle
EQ-CONV-262,2026-03-02T00:00:00Z,rpm,1465.83,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-02T00:00:00Z,current_a,24.11,A,2026-S1,réelle
EQ-CONV-262,2026-03-02T06:00:00Z,rpm,1401.50,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-02T06:00:00Z,current_a,25.97,A,2026-S1,réelle
EQ-CONV-262,2026-03-02T12:00:00Z,rpm,1461.05,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-02T12:00:00Z,current_a,23.55,A,2026-S1,réelle
EQ-CONV-262,2026-03-02T18:00:00Z,rpm,1487.24,rpm,2026-S1,réelle
EQ-OVEN-123,2026-03-02T18:00:00Z,current_a,24.92,A,2026-S1,réelle
EQ-OVEN-366,2026-03-10T06:00:00Z,temperature_c,50.27,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-10T12:00:00Z,temperature_c,63.47,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-10T12:00:00Z,temperature_c,50.48,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-10T18:00:00Z,temperature_c,55.75,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-10T18:00:00Z,temperature_c,54.16,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-11T00:00:00Z,temperature_c,55.78,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-11T00:00:00Z,temperature_c,48.22,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-11T06:00:00Z,temperature_c,60.83,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-11T06:00:00Z,temperature_c,53.40,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-11T12:00:00Z,temperature_c,65.42,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-11T12:00:00Z,temperature_c,48.09,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-11T18:00:00Z,temperature_c,58.91,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-11T18:00:00Z,temperature_c,52.32,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-12T00:00:00Z,temperature_c,56.05,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-12T00:00:00Z,temperature_c,48.61,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-12T06:00:00Z,temperature_c,63.40,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-12T06:00:00Z,temperature_c,51.12,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-12T12:00:00Z,temperature_c,64.90,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-12T12:00:00Z,temperature_c,44.66,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-12T18:00:00Z,temperature_c,60.80,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-12T18:00:00Z,temperature_c,45.71,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-13T00:00:00Z,temperature_c,53.53,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-13T00:00:00Z,temperature_c,52.03,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-13T06:00:00Z,temperature_c,53.92,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-13T06:00:00Z,temperature_c,45.35,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-13T12:00:00Z,temperature_c,62.54,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-13T12:00:00Z,temperature_c,52.78,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-13T18:00:00Z,temperature_c,57.96,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-13T18:00:00Z,temperature_c,49.28,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-14T00:00:00Z,temperature_c,50.02,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-14T00:00:00Z,temperature_c,50.50,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-14T06:00:00Z,temperature_c,56.05,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-14T06:00:00Z,temperature_c,55.68,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-14T12:00:00Z,temperature_c,58.50,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-14T12:00:00Z,temperature_c,52.84,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-14T18:00:00Z,temperature_c,57.59,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-14T18:00:00Z,temperature_c,50.81,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-15T00:00:00Z,temperature_c,50.05,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-15T00:00:00Z,temperature_c,58.22,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-15T06:00:00Z,temperature_c,54.77,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-15T06:00:00Z,temperature_c,47.18,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-15T12:00:00Z,temperature_c,61.28,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-15T12:00:00Z,temperature_c,55.75,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-15T18:00:00Z,temperature_c,57.93,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-15T18:00:00Z,temperature_c,53.77,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-16T00:00:00Z,temperature_c,50.76,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-16T00:00:00Z,temperature_c,49.93,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-16T06:00:00Z,temperature_c,57.25,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-16T06:00:00Z,temperature_c,50.44,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-16T12:00:00Z,temperature_c,60.43,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-16T12:00:00Z,temperature_c,54.50,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-16T18:00:00Z,temperature_c,58.84,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-16T18:00:00Z,temperature_c,47.76,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-17T00:00:00Z,temperature_c,51.18,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-17T00:00:00Z,temperature_c,46.27,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-17T06:00:00Z,temperature_c,58.45,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-17T06:00:00Z,temperature_c,46.19,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-17T12:00:00Z,temperature_c,58.72,°C,2026-S1,fabriquée
EQ-OVEN-366,2026-03-17T12:00:00Z,temperature_c,49.75,°C,2026-S1,fabriquée
EQ-COMP-002,2026-03-17T18:00:00Z,temperature_c,57.97,°C,2026-S1,fabriquée
EQ-CAB-134,2026-03-18T00:00:00Z,temperature_c,60.60,°C,2026-S1,réelle
EQ-CAB-134,2026-03-18T06:00:00Z,temperature_c,53.85,°C,2026-S1,réelle
EQ-CAB-134,2026-03-18T12:00:00Z,temperature_c,52.17,°C,2026-S1,réelle
EQ-CAB-134,2026-03-18T18:00:00Z,temperature_c,55.85,°C,2026-S1,réelle
EQ-CAB-134,2026-03-19T00:00:00Z,temperature_c,60.02,°C,2026-S1,réelle
EQ-CAB-134,2026-03-19T06:00:00Z,temperature_c,51.81,°C,2026-S1,réelle
EQ-CAB-134,2026-03-19T12:00:00Z,temperature_c,53.20,°C,2026-S1,réelle
EQ-CAB-134,2026-03-19T18:00:00Z,temperature_c,57.21,°C,2026-S1,réelle
EQ-CAB-134,2026-03-20T00:00:00Z,temperature_c,60.14,°C,2026-S1,réelle
EQ-CAB-134,2026-03-20T06:00:00Z,temperature_c,54.25,°C,2026-S1,réelle
EQ-CAB-134,2026-03-20T12:00:00Z,temperature_c,52.60,°C,2026-S1,réelle
