equipment_id,timestamp,sensor_name,value,unit,period
EQ-FAN-284,2026-01-08T06:00:00Z,rpm,1631.41,rpm,2026-S1
EQ-MIX-159,2026-01-08T06:00:00Z,current_a,21.94,A,2026-S1
EQ-PUMP-001,2026-01-08T06:00:00Z,TEMPERATURE_C ,62.10,°C,2026-S1
EQ-PUMP-006,2026-01-08T06:00:00Z,vibration_mm_s,3.43,mm/s,2026-S1
EQ-STEAM-341,2026-01-08T06:11:00Z,pressure_bar,6.25,bar,2026-S1
EQ-STEAM-341,2026-01-08T11:07:00Z,pressure_bar,6.26,bar,2026-S1
EQ-CHILL-001,2026-01-08T12:00:00Z,temperature_c,56.25,°C,2026-S1
EQ-CHILL-168,2026-01-08T12:00:00Z,temperature_c,208.56,°C,2026-S1
EQ-CHILL-248,2026-01-08T12:00:00Z,temperature_c,51.13,°C,2026-S1
EQ-FAN-003,2026-01-08T12:00:00Z,vibration_mm_s,3.54,mm/s,2026-S1
EQ-FAN-284,2026-01-08T12:00:00Z,rpm,1607.75,rpm,2026-S1
EQ-MIX-159,2026-01-08T12:00:00Z,current_a,27.13,A,2026-S1
EQ-PUMP-001,2026-01-08T12:00:00Z,TEMPERATURE_C ,57.28,°C,2026-S1
EQ-PUMP-006,2026-01-08T12:00:00Z,vibration_mm_s,2.73,mm/s,2026-S1
EQ-CHILL-001,2026-01-08T18:00:00Z,temperature_c,53.67,°C,2026-S1
EQ-CHILL-168,2026-01-08T18:00:00Z,temperature_c,202.21,°C,2026-S1
EQ-CHILL-248,2026-01-08T18:00:00Z,temperature_c,59.03,°C,2026-S1
EQ-FAN-003,2026-01-08T18:00:00Z,vibration_mm_s,2.90,mm/s,2026-S1
EQ-FAN-284,2026-01-08T18:00:00Z,rpm,1635.83,rpm,2026-S1
EQ-MIX-159,2026-01-08T18:00:00Z,current_a,25.71,A,2026-S1
EQ-PUMP-001,2026-01-08T18:00:00Z,TEMPERATURE_C ,51.95,°C,2026-S1
EQ-PUMP-006,2026-01-08T18:00:00Z,vibration_mm_s,2.97,mm/s,2026-S1
EQ-STEAM-341,2026-01-08T18:23:00Z,pressure_bar,6.08,bar,2026-S1
EQ-CHILL-001,2026-01-09T00:00:00Z,temperature_c,52.57,°C,2026-S1
EQ-CHILL-168,2026-01-09T00:00:00Z,temperature_c,255.70,°C,2026-S1
EQ-CHILL-248,2026-01-09T00:00:00Z,temperature_c,52.07,°C,2026-S1
EQ-FAN-003,2026-01-09T00:00:00Z,vibration_mm_s,2.91,mm/s,2026-S1
EQ-FAN-284,2026-01-09T00:00:00Z,rpm,1684.55,rpm,2026-S1
EQ-MIX-159,2026-01-09T00:00:00Z,current_a,21.81,A,2026-S1
EQ-PUMP-001,2026-01-09T00:00:00Z,TEMPERATURE_C ,59.65,°C,2026-S1
EQ-PUMP-006,2026-01-09T00:00:00Z,vibration_mm_s,3.65,mm/s,2026-S1
EQ-STEAM-341,2026-01-09T00:41:00Z,pressure_bar,5.70,bar,2026-S1
EQ-CHILL-001,2026-01-09T06:00:00Z,temperature_c,59.07,°C,2026-S1
EQ-CHILL-168,2026-01-09T06:00:00Z,temperature_c,274.94,°C,2026-S1
EQ-CHILL-248,2026-01-09T06:00:00Z,temperature_c,49.65,°C,2026-S1
EQ-FAN-003,2026-01-09T06:00:00Z,vibration_mm_s,2.64,mm/s,2026-S1
EQ-FAN-284,2026-01-09T06:00:00Z,rpm,1632.50,rpm,2026-S1
EQ-MIX-159,2026-01-09T06:00:00Z,current_a,23.74,A,2026-S1
EQ-PUMP-001,2026-01-09T06:00:00Z,TEMPERATURE_C ,64.90,°C,2026-S1
EQ-PUMP-006,2026-01-09T06:00:00Z,vibration_mm_s,3.06,mm/s,2026-S1
EQ-STEAM-341,2026-01-09T06:23:00Z,pressure_bar,5.64,bar,2026-S1
EQ-CAB-134,2026-01-09T12:00:00Z,temperature_c,56.16,°C,2026-S1
EQ-CHILL-168,2026-01-09T12:00:00Z,pressure_bar,7.14,bar,2026-S1
EQ-CHILL-188,2026-01-09T12:00:00Z,pressure_bar,6.02,bar,2026-S1
EQ-CHILL-188,2026-01-09T12:00:00Z,temperature_c,63.06,°C,2026-S1
EQ-FAN-284,2026-01-09T12:00:00Z,rpm,1668.38,rpm,2026-S1
EQ-MIX-379,2026-01-09T12:00:00Z,current_a,21.85,A,2026-S1
EQ-PUMP-001,2026-01-09T12:00:00Z,TEMPERATURE_C ,54.79,°C,2026-S1
EQ-ROBOT-358,2026-01-09T12:00:00Z,current_a,23.65,A,2026-S1
EQ-STEAM-341,2026-01-09T12:00:00Z,temperature_c,58.06,°C,2026-S1
EQ-STEAM-352,2026-01-09T12:00:00Z,pressure_bar,6.47,bar,2026-S1
EQ-CAB-134,2026-01-09T18:00:00Z,temperature_c,58.27,°C,2026-S1
EQ-CHILL-168,2026-01-09T18:00:00Z,pressure_bar,7.45,bar,2026-S1
EQ-CHILL-188,2026-01-09T18:00:00Z,pressure_bar,6.43,bar,2026-S1
EQ-CHILL-188,2026-01-09T18:00:00Z,temperature_c,54.36,°C,2026-S1
EQ-FAN-284,2026-01-09T18:00:00Z,rpm,1639.81,rpm,2026-S1
EQ-MIX-379,2026-01-09T18:00:00Z,current_a,24.88,A,2026-S1
EQ-PUMP-001,2026-01-09T18:00:00Z,TEMPERATURE_C ,55.22,°C,2026-S1
EQ-ROBOT-358,2026-01-09T18:00:00Z,current_a,22.10,A,2026-S1
EQ-STEAM-341,2026-01-09T18:00:00Z,temperature_c,52.01,°C,2026-S1
EQ-STEAM-352,2026-01-09T18:00:00Z,pressure_bar,5.80,bar,2026-S1
EQ-CAB-134,2026-01-10T00:00:00Z,temperature_c,47.92,°C,2026-S1
EQ-CHILL-168,2026-01-10T00:00:00Z,pressure_bar,7.31,bar,2026-S1
EQ-CHILL-188,2026-01-10T00:00:00Z,pressure_bar,6.95,bar,2026-S1
EQ-CHILL-188,2026-01-10T00:00:00Z,temperature_c,56.96,°C,2026-S1
EQ-FAN-284,2026-01-10T00:00:00Z,rpm,1578.88,rpm,2026-S1
EQ-MIX-379,2026-01-10T00:00:00Z,current_a,21.21,A,2026-S1
EQ-PUMP-001,2026-01-10T00:00:00Z,TEMPERATURE_C ,55.69,°C,2026-S1
EQ-ROBOT-358,2026-01-10T00:00:00Z,current_a,19.59,A,2026-S1
EQ-STEAM-341,2026-01-10T00:00:00Z,temperature_c,54.55,°C,2026-S1
EQ-STEAM-352,2026-01-10T00:00:00Z,pressure_bar,6.03,bar,2026-S1
EQ-CAB-134,2026-01-10T06:00:00Z,temperature_c,55.15,°C,2026-S1
EQ-CHILL-168,2026-01-10T06:00:00Z,pressure_bar,7.04,bar,2026-S1
